,id,date,home_team_score,period,postseason,season,status,time,visitor_team_score,home_team_id,home_team_abbreviation,home_team_city,home_team_conference,home_team_division,home_team_full_name,home_team_name,visitor_team_id,visitor_team_abbreviation,visitor_team_city,visitor_team_conference,visitor_team_division,visitor_team_full_name,visitor_team_name,win_team,loss_team
70,26004,2012-01-18T00:00:00.000Z,105,4,False,2011,Final, ,102,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,Washington Wizards,Oklahoma City Thunder
71,26005,2012-01-20T00:00:00.000Z,98,4,False,2011,Final, ,101,13,LAC,LA,West,Pacific,LA Clippers,Clippers,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,Minnesota Timberwolves,LA Clippers
72,26006,2012-01-21T00:00:00.000Z,81,4,False,2011,Final, ,83,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Dallas Mavericks,New Orleans Pelicans
73,26007,2012-01-23T00:00:00.000Z,99,4,False,2011,Final, ,79,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Oklahoma City Thunder,Detroit Pistons
74,26008,2012-01-24T00:00:00.000Z,96,4,False,2011,Final, ,99,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,Toronto Raptors,Phoenix Suns
75,26009,2012-01-25T00:00:00.000Z,106,4,False,2011,Final, ,111,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,Toronto Raptors,Utah Jazz
76,26010,2012-01-27T00:00:00.000Z,87,4,False,2011,Final, ,79,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,Minnesota Timberwolves,San Antonio Spurs
77,26011,2012-01-28T00:00:00.000Z,100,4,False,2011,Final, ,89,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Milwaukee Bucks,Los Angeles Lakers
78,26012,2012-01-29T00:00:00.000Z,97,4,False,2011,Final, ,93,16,MIA,Miami,East,Southeast,Miami Heat,Heat,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,Miami Heat,Chicago Bulls
79,26013,2012-01-30T00:00:00.000Z,108,4,False,2011,Final, ,120,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,Minnesota Timberwolves,Houston Rockets
80,26014,2012-01-31T00:00:00.000Z,113,4,False,2011,Final, ,86,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,New York Knicks,Detroit Pistons
81,26015,2012-02-01T00:00:00.000Z,99,4,False,2011,Final, ,96,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Brooklyn Nets,Detroit Pistons
82,26016,2012-02-02T00:00:00.000Z,95,4,False,2011,Final, ,92,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Sacramento Kings,Portland Trail Blazers
83,26017,2012-02-03T00:00:00.000Z,88,4,False,2011,Final, ,80,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,Detroit Pistons,Milwaukee Bucks
84,26018,2012-02-04T00:00:00.000Z,100,4,False,2011,Final, ,91,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Minnesota Timberwolves,Houston Rockets
85,26019,2012-02-06T00:00:00.000Z,92,4,False,2011,Final, ,100,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Sacramento Kings,New Orleans Pelicans
86,26020,2012-02-07T00:00:00.000Z,94,4,False,2011,Final, ,84,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Boston Celtics,Charlotte Hornets
87,26021,2012-02-08T00:00:00.000Z,102,4,False,2011,Final, ,89,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Orlando Magic,Miami Heat
88,26022,2012-02-10T00:00:00.000Z,92,4,False,2011,Final, ,85,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,New York Knicks,Los Angeles Lakers
89,26023,2012-02-11T00:00:00.000Z,84,4,False,2011,Final, ,98,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,Phoenix Suns,Sacramento Kings
90,26024,2012-02-12T00:00:00.000Z,77,4,False,2011,Final, ,98,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,Washington Wizards,Detroit Pistons
91,26025,2012-02-13T00:00:00.000Z,86,4,False,2011,Final, ,80,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,New Orleans Pelicans,Utah Jazz
92,26026,2012-02-14T00:00:00.000Z,93,4,False,2011,Final, ,83,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Memphis Grizzlies,Houston Rockets
93,26027,2012-02-15T00:00:00.000Z,98,4,False,2011,Final, ,87,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,Cleveland Cavaliers,Indiana Pacers
94,26028,2012-02-15T00:00:00.000Z,99,4,False,2011,Final, ,101,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,Atlanta Hawks,Phoenix Suns
95,26029,2012-02-16T00:00:00.000Z,93,4,False,2011,Final, ,88,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,Indiana Pacers,Brooklyn Nets
96,26030,2012-02-17T00:00:00.000Z,114,4,False,2011,Final, ,108,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Detroit Pistons,Sacramento Kings
97,26031,2012-02-17T00:00:00.000Z,87,4,False,2011,Final, ,111,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Miami Heat,Cleveland Cavaliers
98,26032,2012-02-19T00:00:00.000Z,124,4,False,2011,Final, ,118,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,Oklahoma City Thunder,Denver Nuggets
99,26033,2012-02-19T00:00:00.000Z,102,4,False,2011,Final, ,90,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Phoenix Suns,Los Angeles Lakers
0,26034,2012-02-20T00:00:00.000Z,92,4,False,2011,Final, ,100,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,Brooklyn Nets,New York Knicks
1,26035,2012-02-20T00:00:00.000Z,89,4,False,2011,Final, ,73,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,Dallas Mavericks,Boston Celtics
2,26036,2012-02-21T00:00:00.000Z,120,4,False,2011,Final, ,108,16,MIA,Miami,East,Southeast,Miami Heat,Heat,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Miami Heat,Sacramento Kings
3,26037,2012-02-22T00:00:00.000Z,103,4,False,2011,Final, ,93,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Toronto Raptors,Detroit Pistons
4,26038,2012-02-22T00:00:00.000Z,110,4,False,2011,Final, ,91,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,Chicago Bulls,Milwaukee Bucks
5,26039,2012-02-22T00:00:00.000Z,100,4,False,2011,Final, ,98,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,Minnesota Timberwolves,Utah Jazz
6,26040,2012-02-22T00:00:00.000Z,103,4,False,2011,Final, ,95,13,LAC,LA,West,Pacific,LA Clippers,Clippers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,LA Clippers,Denver Nuggets
7,26041,2012-02-23T00:00:00.000Z,102,4,False,2011,Final, ,88,16,MIA,Miami,East,Southeast,Miami Heat,Heat,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,Miami Heat,New York Knicks
8,26042,2012-02-23T00:00:00.000Z,100,4,False,2011,Final, ,85,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Oklahoma City Thunder,Los Angeles Lakers
9,26113,2010-11-11T00:00:00.000Z,120,4,False,2010,Final, ,90,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,Chicago Bulls,Golden State Warriors
10,26114,2010-11-12T00:00:00.000Z,99,4,False,2010,Final, ,102,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Houston Rockets,Indiana Pacers
11,26115,2010-11-13T00:00:00.000Z,107,4,False,2010,Final, ,87,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,New Orleans Pelicans,Portland Trail Blazers
12,26116,2010-11-15T00:00:00.000Z,101,4,False,2010,Final, ,97,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Golden State Warriors,Detroit Pistons
13,26117,2010-11-16T00:00:00.000Z,109,4,False,2010,Final, ,94,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,Washington Wizards,Toronto Raptors
14,26118,2010-11-17T00:00:00.000Z,90,4,False,2010,Final, ,103,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Los Angeles Lakers,Detroit Pistons
15,26119,2010-11-19T00:00:00.000Z,108,4,False,2010,Final, ,101,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,New Orleans Pelicans,Cleveland Cavaliers
16,26120,2010-11-20T00:00:00.000Z,107,4,False,2010,Final, ,103,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,Denver Nuggets,Brooklyn Nets
17,26121,2010-11-22T00:00:00.000Z,94,4,False,2010,Final, ,83,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Utah Jazz,Sacramento Kings
18,26122,2010-11-23T00:00:00.000Z,88,4,False,2010,Final, ,84,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Dallas Mavericks,Detroit Pistons
19,26123,2010-11-24T00:00:00.000Z,106,4,False,2010,Final, ,90,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Toronto Raptors,Philadelphia 76ers
20,26124,2010-11-26T00:00:00.000Z,98,4,False,2010,Final, ,97,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,Denver Nuggets,Chicago Bulls
21,26125,2010-11-27T00:00:00.000Z,104,4,False,2010,Final, ,101,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Milwaukee Bucks,Charlotte Hornets
22,26126,2010-11-28T00:00:00.000Z,99,4,False,2010,Final, ,98,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,Houston Rockets,Oklahoma City Thunder
23,26127,2010-11-29T00:00:00.000Z,105,4,False,2010,Final, ,94,16,MIA,Miami,East,Southeast,Miami Heat,Heat,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,Miami Heat,Washington Wizards
24,26128,2010-11-30T00:00:00.000Z,90,4,False,2010,Final, ,79,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Orlando Magic,Detroit Pistons
25,26129,2010-12-01T00:00:00.000Z,89,4,False,2010,Final, ,73,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,New Orleans Pelicans,Charlotte Hornets
26,26130,2010-12-03T00:00:00.000Z,111,4,False,2010,Final, ,127,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Houston Rockets,Memphis Grizzlies
27,26131,2010-12-04T00:00:00.000Z,96,4,False,2010,Final, ,85,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,Milwaukee Bucks,Orlando Magic
28,26132,2010-12-05T00:00:00.000Z,108,4,False,2010,Final, ,107,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,Denver Nuggets,Memphis Grizzlies
29,26133,2010-12-06T00:00:00.000Z,74,4,False,2010,Final, ,80,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,Atlanta Hawks,Orlando Magic
30,26134,2010-12-07T00:00:00.000Z,105,4,False,2010,Final, ,100,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,Dallas Mavericks,Golden State Warriors
31,26135,2010-12-08T00:00:00.000Z,83,4,False,2010,Final, ,88,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,Chicago Bulls,Cleveland Cavaliers
32,26136,2010-12-10T00:00:00.000Z,94,4,False,2010,Final, ,101,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Portland Trail Blazers,Phoenix Suns
33,26137,2010-12-11T00:00:00.000Z,83,4,False,2010,Final, ,104,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Miami Heat,Sacramento Kings
34,26138,2010-12-12T00:00:00.000Z,88,4,False,2010,Final, ,70,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,Philadelphia 76ers,New Orleans Pelicans
35,26139,2010-12-13T00:00:00.000Z,86,4,False,2010,Final, ,73,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Memphis Grizzlies,Portland Trail Blazers
36,26140,2010-12-14T00:00:00.000Z,77,4,False,2010,Final, ,82,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Philadelphia 76ers,Brooklyn Nets
37,26141,2010-12-15T00:00:00.000Z,94,4,False,2010,Final, ,91,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,New Orleans Pelicans,Sacramento Kings
38,26142,2010-12-15T00:00:00.000Z,103,4,False,2010,Final, ,98,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Dallas Mavericks,Portland Trail Blazers
39,26143,2010-12-16T00:00:00.000Z,112,4,False,2010,Final, ,113,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,San Antonio Spurs,Denver Nuggets
40,26144,2010-12-17T00:00:00.000Z,81,4,False,2010,Final, ,93,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Los Angeles Lakers,Philadelphia 76ers
41,26145,2010-12-17T00:00:00.000Z,107,4,False,2010,Final, ,102,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,Portland Trail Blazers,Minnesota Timberwolves
42,26146,2010-12-18T00:00:00.000Z,89,4,False,2010,Final, ,97,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Philadelphia 76ers,Orlando Magic
43,26147,2010-12-20T00:00:00.000Z,112,4,False,2010,Final, ,121,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Houston Rockets,Golden State Warriors
44,26148,2010-12-21T00:00:00.000Z,99,4,False,2010,Final, ,105,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Dallas Mavericks,Orlando Magic
45,26149,2010-12-22T00:00:00.000Z,107,4,False,2010,Final, ,112,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,Utah Jazz,Minnesota Timberwolves
46,26150,2010-12-23T00:00:00.000Z,123,4,False,2010,Final, ,101,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,Orlando Magic,San Antonio Spurs
47,26151,2010-12-25T00:00:00.000Z,80,4,False,2010,Final, ,96,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Miami Heat,Los Angeles Lakers
48,26152,2010-12-26T00:00:00.000Z,92,4,False,2010,Final, ,95,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,Chicago Bulls,Detroit Pistons
49,26153,2010-12-27T00:00:00.000Z,93,4,False,2010,Final, ,103,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Dallas Mavericks,Oklahoma City Thunder
50,26154,2010-12-27T00:00:00.000Z,110,4,False,2010,Final, ,95,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Golden State Warriors,Philadelphia 76ers
51,26155,2010-12-28T00:00:00.000Z,90,4,False,2010,Final, ,77,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,Chicago Bulls,Milwaukee Bucks
52,26156,2010-12-29T00:00:00.000Z,113,4,False,2010,Final, ,119,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,Denver Nuggets,Minnesota Timberwolves
53,26157,2010-12-31T00:00:00.000Z,102,4,False,2010,Final, ,98,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Los Angeles Lakers,Philadelphia 76ers
54,26158,2011-01-01T00:00:00.000Z,99,4,False,2010,Final, ,87,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Milwaukee Bucks,Dallas Mavericks
55,26159,2011-01-02T00:00:00.000Z,85,4,False,2010,Final, ,104,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,Memphis Grizzlies,Los Angeles Lakers
56,26160,2011-01-03T00:00:00.000Z,84,4,False,2010,Final, ,77,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,New Orleans Pelicans,Philadelphia 76ers
57,26161,2011-01-04T00:00:00.000Z,128,4,False,2010,Final, ,115,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,New York Knicks,San Antonio Spurs
58,26162,2011-01-05T00:00:00.000Z,97,4,False,2010,Final, ,87,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,Orlando Magic,Milwaukee Bucks
59,26163,2011-01-07T00:00:00.000Z,96,4,False,2010,Final, ,121,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,New York Knicks,Phoenix Suns
60,26164,2011-01-08T00:00:00.000Z,92,4,False,2010,Final, ,115,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,Milwaukee Bucks,Brooklyn Nets
61,26165,2011-01-09T00:00:00.000Z,87,4,False,2010,Final, ,96,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,New Orleans Pelicans,Denver Nuggets
62,26166,2011-01-10T00:00:00.000Z,95,4,False,2010,Final, ,82,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Chicago Bulls,Detroit Pistons
63,26167,2011-01-11T00:00:00.000Z,136,4,False,2010,Final, ,133,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Washington Wizards,Sacramento Kings
64,26168,2011-01-12T00:00:00.000Z,84,4,False,2010,Final, ,91,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,San Antonio Spurs,Milwaukee Bucks
65,26169,2011-01-14T00:00:00.000Z,121,4,False,2010,Final, ,99,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,Utah Jazz,Cleveland Cavaliers
66,26170,2011-01-15T00:00:00.000Z,89,4,False,2010,Final, ,70,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Memphis Grizzlies,Dallas Mavericks
67,26171,2011-01-17T00:00:00.000Z,96,4,False,2010,Final, ,92,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Philadelphia 76ers,Charlotte Hornets
68,26172,2011-01-19T00:00:00.000Z,109,4,False,2010,Final, ,100,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Dallas Mavericks,Los Angeles Lakers
69,26173,2011-01-21T00:00:00.000Z,101,4,False,2010,Final, ,92,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,San Antonio Spurs,New York Knicks
70,26174,2011-01-22T00:00:00.000Z,86,4,False,2010,Final, ,87,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Dallas Mavericks,Brooklyn Nets
71,26175,2011-01-22T00:00:00.000Z,97,4,False,2010,Final, ,92,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,Portland Trail Blazers,Indiana Pacers
72,26176,2011-01-23T00:00:00.000Z,121,4,False,2010,Final, ,107,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,Denver Nuggets,Indiana Pacers
73,26177,2011-01-24T00:00:00.000Z,103,4,False,2010,Final, ,101,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,Brooklyn Nets,Cleveland Cavaliers
74,26178,2011-01-26T00:00:00.000Z,96,4,False,2010,Final, ,83,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,13,LAC,LA,West,Pacific,LA Clippers,Clippers,Houston Rockets,LA Clippers
75,26255,2010-11-12T00:00:00.000Z,99,4,False,2010,Final, ,90,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Dallas Mavericks,Philadelphia 76ers
76,26256,2010-11-13T00:00:00.000Z,95,4,False,2010,Final, ,96,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,Utah Jazz,Charlotte Hornets
77,26257,2010-11-17T00:00:00.000Z,103,4,False,2010,Final, ,94,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,San Antonio Spurs,Chicago Bulls
78,26258,2010-11-19T00:00:00.000Z,89,4,False,2010,Final, ,86,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,Washington Wizards,Memphis Grizzlies
79,26259,2010-11-20T00:00:00.000Z,81,4,False,2010,Final, ,82,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,Oklahoma City Thunder,Milwaukee Bucks
80,26260,2010-11-22T00:00:00.000Z,89,4,False,2010,Final, ,106,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,Denver Nuggets,Golden State Warriors
81,26261,2010-11-23T00:00:00.000Z,116,4,False,2010,Final, ,114,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Washington Wizards,Philadelphia 76ers
